kod,vyucujici,role,datum,rocnik,program,text
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,15.02.2025,3. Ročník,Informatika,"Velmi příjemný a pochopitelný výklad spolu s nahráváním přednášek považuji za skvělé aspekty předmětu. Zkouška oproti prvnímu předmětu byla opravdu náročná a vyžadovala důkazy na přednášce nepříliš probrané a v nekompletních skriptech chybějící. Věřím, že podmínky zkoušky by měly být určené a kompletní na začátku semestru, nikoli na začátku zkouškového období, což kompenzují bonusové body ke zkoušce ze cvičení a možnost formula sheetu, kterou opravdu oceňuji."
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,03.02.2025,3. ročník,Computer Science,"doc. Samal is an excellent lecturer, he cares about the students and will make sure that everyone understands the topic before moving on, it was a pleasure to attend his lectues."
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,09.01.2025,3. Ročník,Informatika,Dobrý přístup. oceňuji nahrávání přednášek
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,18.02.2024,3. Ročník,Informatika,"Excelentní přednášející. Jsem velmi spokojen s přednsem i formou. Nikdy jsem neměl problém se s panem Šámalem domluvit, ať už osobně nebo emailem."
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,17.02.2024,3. ročník,Informatika,"Pan doc. Šámal zjevně všem tématům rozumí, ovšem při předávání jeho znalostí už to tak růžové není. Skripta zatím neměl dokončené (samozřejmě nemusel by je mít vůbec), ale často při přednáškách, které probíhaly všechny v angličtině, nějaký důkaz nedokončil s tím, že to najdeme v lecture notes - kde ovšem nebyli. Také čitelnost poznámek na tabuli by mohla být o trochu lepší."
NMAI073,"doc. Mgr. Robert Šámal, Ph.D.",přednáška,05.02.2024,3. ročník,Informatika,"Docent Šámal je výborný přednášející. Přednášky jsou zajímavé, témata jsou velmi dobře vysvětlena a podána poutavou formou. Oceňuji také možnost taháku na zkoušce, díky kterému jsem se mohl více soustředit na obsah předmětu, než na občasné složité technikálie v důkazech. Zpětně mám pocit, že jsem si ze série pasti odnesl ze všech předmětů nejvíce."
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,13.02.2026,3. ročník,Informatika,Cvičení měla jako vždy skvělou atmosféru a dobře doplňovala látku z přednášky. Cvičící byl vždy velmi trpělivý a ochotný s čímkoliv pomoct. Domácí úkoly a průběžné testíky během semestru dobře navazovaly na cvičení. Obecně mi nepřipadalo moc složité získat zápočet.
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,12.02.2026,4. ročník,Informatika,"Energický, ochotný látku vysvětlit i osobně na cvičeních. Doporučuji."
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,15.02.2025,3. Ročník,Informatika,"Pepa je opravdu skvělý cvičící, složité věci dovede vysvětlit srozumitelně. Případně se nebojí přiznat, že si něco špatně rozmyslel a že to musí na tabuli napsat znovu a lépe. Jen mě nepříjemně překvapily podmínky zápočtu (2 testy) – preferoval bych domácí úkoly."
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,15.02.2025,3. Ročník,Informatika,Přístup ke cvičením považuji za jeden z nejlepších za své studium. Na cvičení jsem se vždy upřímně těšil a odcházel nadšený a obohacený.
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,03.02.2025,3. ročník,Computer Science,"dr. Tkadlec is a great instructor, in the beginning of the tutorial classes he would give us brief reminders of the topics discussed in the lecture and only then proceed to the problems, it was a great way to do the tutorials"
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,29.01.2025,2. ročník,Informatika,"Super cvičící, trochu jsem ho asi štval, že jsem dělal během cvičení Advent of Code, ale jinak jsem si cvičení moc užíval :)."
NMAI073,"Bc. Josef Tkadlec, Ph.D.",cvičení,09.01.2025,3. Ročník,Informatika,Dobrý a vstřícný přístup. Zopakoval na začátku teorii z přednášky.
NMAI073,,cvičení,15.02.2026,3. Ročník,Informatika,"Krivdil by som ak by hodnotenie bolo 2, ale je to dost na hrane tentokrat. Pri Pepovej kombagre2 mi prislo ze bolo vysvetlovanie lepsie a nemal som pocit ze ma niekto sikanuje testami (lebo neboli). Ulohy zas na druhu stranu moc jednoduche ale aj trochu obohacujuce. Testy brutalne tazke, hlavne ten druhy v poradi co bol. Nic mi ani nenapada proste taka klasika zopakuje sa prednaska, rozadaju sa ulohy a postupne sa riesia, lubi sa mi tento template a lubili sa mi priklady, bolo to fajn a aj ked som to mal ako jedinu vec v ten den tak sa oplatilo ist do skoly co je vlastne asi prvykrat v zivote co som takuto vec urobil -- zabil 1h v elektricke dobrovolne."
NMAI073,,cvičení,12.02.2026,4. ročník,Informatika,"Předmět byl z mého pohledu velmi zajímavý, vytknul bych jen nedokončená skripta plná TODOs, což se při opakování na zkoušku dalo nahradit záznamy přednášek."
NMAI073,,cvičení,08.02.2026,3. ročník,Informatika,Úlohy preberané na cvičeniach aj domáce úlohy mi pomohli lepšie porozumieť látke z prednášky a precvičiť si ju.
NMAI073,,cvičení,15.02.2025,3. Ročník,Informatika,"Cvičení perfektně navazovalo na přednášku, podmínky pro získání zápočtu byly jasné a relativně jednoduché."
NMAI073,,cvičení,29.01.2025,2. Ročník,Informatika,"Super předmět, jen bych doporučil nedávat body jen za odevzdání domácího úkolu, vedlo to k tomu, že prioritu dostaly úkoly, které se opravdu musí dělat, což je škoda."
NMAI073,,cvičení,09.01.2025,3. Ročník,Informatika,Velmi užitečné. Počítání praktických příkladů za použití teorie
NMAI073,,cvičení,18.02.2024,3. Ročník,Informatika,Cvičení mají dobrou formu a jsou velmi přínosná.
NMAI073,,přednáška,15.02.2026,3. Ročník,Informatika,"Ak by som mal nieco vytknut ako combu Robert Samal a Vaclav Rozhon, prosim opravujte skusky triezvy a v kludovom rezime lebo strhnut 10/10bodov za zlu lambdu ked ma vsetko ostatne clovek dobre je urazka. V sucte si myslim ze ma taketo rychle zavery v bodovani stali 2stupne znamky a to je o 2 viac ako by malo. 10minutove pauzy v strede prednasok su okay, diky za nahravky. Skripta maju viac TODO ako kontentu, ja si myslim ze je okay ked sa nieco nestihne prebrat, nemusi sa do poslednej hodiny natrepat kontentu za 2prednasky lebo ste z nejakeho dovodu nestihli to co minuly rok... Pisem to takto verejne, lebo ak by som vam poslal mail asi by si ho nikto neprecital a/alebo mavlo by sa nad tym rukou. Chapem ze mate rozbehnutych milion projektov a grantov a toto neni priorita, ale potom z past2 moze mat clovek pocit, ze je vlastne oscamovany vzhladom na to ake su priemerne ocakavania od nas ako ziakov. Vsetky todo a rychlo naskrabane vety na tabulu len dava najavo ze ani vlastne vas ta statistika nebavi a pritom to je asi najdolezitejsia oblast matematiky. Je mi to luto. Pri past1 som to neriesil 2roky dozadu som to len chcel mat urobene ale teraz ked tomu zacinam trosilinku chapat a vo volnom case si nieco k tomu pozrem tak ma mrzi ta nejaka hektickost a nie jasna agenda. (robil som past1 v prvom a past2 v tretom roku studia a neni to asi take mudre rozhodnutie nechat si takuto pauzu, ja som si pravdaze myslel ze nebudem robit tento predmet...) Skuska boli 2 zapoctove testy zasebou ale polovicnej narocnosti. Z nejakeho dovodu tam neboli teoreticke otazky. Neviem prislo mi to divne."
NMAI073,,přednáška,12.02.2026,4. ročník,Informatika,"Předmět byl z mého pohledu velmi zajímavý, vytknul bych jen nedokončená skripta plná TODOs, což se při opakování na zkoušku dalo nahradit záznamy přednášek."
NMAI073,,přednáška,08.02.2026,3. ročník,Informatika,"Oceňujem nahrávky dostupné zo všetkých prednášok. Témy preberané na predmete boli zaujímavé, skúška bola po príprave z cvičení primeraná. Cením dostupnosť skrípt."
NMAI073,,přednáška,15.02.2025,3. Ročník,Informatika,"Příjemný přehled různých zajímavých témat, na něž jsem často narážel v jiných předmětech."
NMAI073,,přednáška,15.02.2025,3. Ročník,Informatika,"Předmět dle mého názoru nepůsobí jako ucelený blok učiva, což samo o sobě problémem není, ovšem skok v poslední přednášce k vytvořujícím funkcím použitým k důkazu centrální limitní věty je pro mě do tohoto momentu nepochopitelný. Všechny ostatní kapitoly na druhou stranu považuji za samostatně velmi užitečné a do rozumné hloubky probrané, a to s výjimkou HMM, které by mohly tvořit zajímavou alternativu za čas nestrávaný na CLT."
NMAI073,,přednáška,03.02.2025,3. ročník,Computer Science,"I liked the content of the course, and it felt we are not going deep into any topic, but rather getting introduced to many different ones, it made the overall course easier and interesting, because we get to know lots of new ideas."
NMAI073,,přednáška,29.01.2025,2. Ročník,Informatika,"Velmi se mi předmět líbil. Jen bych zrušil tahák na zkoušku, mám pocit, že jsem se kvůli němu nenaučil moc důkazů, jelikož motivace učit se je klesla, když jsem věděl, že je stačí napsat na papír."
NMAI073,,přednáška,09.01.2025,3. Ročník,Informatika,Zajímavý a užitečný předmět.
NMAI073,,přednáška,18.02.2024,3. Ročník,Informatika,"Velmi zajímavý a přínosný předmět. Užil jsem si ho a myslím, že mě velmi posunul. Silně doporučuji lidem na se zaměřením na AI."
NAIL104,"Mgr. Marta Vomlelová, Ph.D.",přednáška,06.01.2026,1. Ročník,Computer Science - Artificial Intelligence,"I genuinely enjoy listening to the professor. She puts so much effort to explain the topic in an understandable way. The best quality of hers' is that she goes to each student individually to explain complicated staff for them, whenever someone asks her a question"
NPFL140,,seminář,11.09.2025,4. Ročník,Informatika,"Very nice course, I really enjoyed it. I liked how fast teachers reacted to new stuff happening around llms and included and discussed it in the class. One of the few courses I really wanted to attend offline"
NPFL140,,seminář,26.05.2025,1. ročník,Mathematical Analysis,Really Interesting course
NPFL140,,seminář,06.07.2024,3. ročník,Informatika,"Very good organized course. I really enjoyed it and think it is an excellent introduction into the LLM world. There were varoius activities during the lectures, such as quizzes, discussions, playing with LLM api etc. the lecturers are pretty cool (mega frajeri). I hope that in future we will have a LLM2 course."
NPFL140,,seminář,28.05.2024,1. ročník,Computational linguistics,"I liked the course in general, and the lecture about the ethical aspects was particularly interesting."
NMAI060,,přednáška,12.02.2025,1. ročník,Informatika - Umělá inteligence,Páčilo sa mi vysvetlenie učiva na konkrétnych príkladoch. Predmet hodnotím pozitívne.
NAIL099,,seminář,15.02.2026,1. Ročník,Informatika - Umělá inteligence,Velice dobře vybraná témata semináře. Jednotlivé výstupy slouží jako skvělý rozhled světem strojového učení.
NPFL103,,seminář,14.02.2025,1. Ročník,Informatika - Umělá inteligence,"Úlohy z předmětu mě bavily a přišly mi velmi praktické. Jen si doporučuji vyhradit před obzvlášť první úlohou více volného času, bude se vám hodit. Navíc byla trochu škoda, že vyučující obě zadané úlohy ohodnotil až po zkoušce."
NAIL086,,cvičení,05.06.2025,2. Ročník,Informatika - Umělá inteligence,"(Studentské) prezentace různých aktuálních témat z EVA mi přijde hezký způsob, jak se něco o EVA dozvědět."
NPRG071,,seminář,11.02.2026,3. ročník,Informatika - Softwarové a datové inženýrství,"Nedoporučuji si vybrat firemní projekt. Byť spojení školní povinnosti s praxí zní zajímavě, tu hodnotu 6 kreditů stejně spálíte jen na těch školních povinnostech (specifikace, konzultace, report, dokumentace), které byste normálně v praxi dělali minimálně. Jedná se v podstatě o druhou diplomku, a ještě zkomplikovanou tím, že se musí člověk sladit s firmou. Málokterá firma navíc umí nabídnout takové prostředí, aby se na projekt dala diplomka přímo navázat, což je jediná okolnost, za které se z toho nejspíš nezblázníte, protože projekt trvá cca rok (9 měsíců je jen realizace, předtím ho domlouváte, poté obhajujete), a s diplomkou ho paralelně moc dělat nejde. A nejen já kvůli projektu prodlužuji studium (ano, opravdu s ním musíte začít hned se začátkem studia Mgr., jinak to bez prodloužení v podstatě nejde - což je ""ideální"" situace hlavně pro lidi, kteří Bc. studovali jinde)."
